id,symbol,name,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath_change_percentage,atl_change_percentage
ceek,ceek,CEEK Smart VR,0.03345859,31451071,1077,33458590.0,1760040.0,0.03468811,0.03265241,-0.001151258399777463,-3.32639,-1082187.7436415441,-3.3264,939999882.0,1000000000.0,,-97.18132,4423.41336
sportpoint,point,SportPoint,0.05011,31397655,1080,48395507.0,4153.98,,,,,,,658082885.0,965782085.0,1000000000.0,-76.96888,2.84659
urolithin-a,$uro,Urolithin A,0.03140437,31394948,1075,31394948.0,47020840.0,0.03794434,0.0313035,-0.006539976240223337,-17.23571,-6538014.881205771,-17.23571,999700096.92,999700096.92,1000000000.0,-77.6664,33.14149
paid-network,paid,PAID,0.067692,31291191,1081,40076560.0,98942.0,0.073059,0.06768,-0.00433459202244281,-6.01807,-2015722.7113385797,-6.05196,461319514.26,590840387.1600001,590840387.1600001,-98.87629,503.51471
bulla-2,bulla,BULLA,0.03122698,31252264,1082,31252264.0,474.5,0.03167243,0.03050883,-0.000373659451763778,-1.18244,-2392679.768169388,-7.11156,1000000000.0,1000000000.0,1000000000.0,-18.39028,3.63568
osol,osol,OSOL,0.03106332,31163615,1083,31163615.0,100073.0,0.03740556,0.02982548,0.00103724,3.45447,982620.0,3.25576,999999996.8929496,999999996.8929496,1000000000.0,-31.23369,8.3978
dacxi,dxi,Dacxi,0.00175075,31131861,1084,31131861.0,340211.0,0.00197494,0.00169945,4.84e-05,2.84307,3091660.0,11.02581,10000000000.0,10000000000.0,10000000000.0,-97.38889,11651.17155
stride-staked-dydx,stdydx,Stride Staked DYDX,1.45,31093476,1085,31093476.0,51538.0,1.55,1.41,-0.02395798682156114,-1.62776,-466675.2467615232,-1.47869,21462813.53083811,21462813.53083811,,-67.51631,97.50131
bella-protocol,bel,Bella Protocol,0.520548,31091333,1086,52254341.0,8849666.0,0.540571,0.507117,-0.008486083103978026,-1.60407,-442230.3651930317,-1.40241,59500000.0,100000000.0,100000000.0,-94.771,142.74319
grok-2,$grok,Grok,0.00490231,30978217,1087,32329556.0,5537898.0,0.00512729,0.00469488,-0.000221728846035936,-4.32723,-1496798.0411480851,-4.60908,6320722345.792986,6596446345.792986,6900000000.0,-83.63704,234.07886
slash-vision-labs,svl,Slash Vision Labs,0.00623971,30878214,1088,62511058.0,452781.0,0.00638964,0.00616517,-0.000126775117633911,-1.99129,-608292.9933611788,-1.93192,4939640210.64,10000000000.0,10000000000.0,-66.86572,107.70309
vitalik-smart-gas,vsg,Vector Smart Gas,0.00332875,30851018,1089,31067958.0,436647.0,0.00376114,0.00317141,0.00014419,4.52768,1623806.0,5.5558,9243631878.797443,9308631878.797443,10000000000.0,-62.00906,115364.53924
army-3,army,XRP ARMY,0.052286,30795285,1090,30795285.0,26038.0,0.058864,0.051437,-0.005376754703539363,-9.32442,-3202769.9359267727,-9.42045,589000000.0,589000000.0,589000000.0,-27.58499,7.19982
unlend-finance,uft,UniLend Finance,0.306771,30789491,1091,30789491.0,3658283.0,0.317658,0.291685,-0.004142830488716776,-1.33247,-420125.43735514954,-1.34614,100000000.0,100000000.0,100000000.0,-93.12358,332.78879
harvest-finance,farm,Harvest Finance,45.65,30745816,1092,31579960.0,951877.0,46.94,44.37,-0.1456366047929052,-0.31802,-77822.41903239116,-0.25248,672183.450713,690420.0,690420.0,-92.72256,123.61021
cornucopias,copi,Cornucopias,0.0319565,30692748,1093,122784946.0,386709.0,0.03248552,0.03036698,0.00046468,1.47556,458938.0,1.51796,959890897.0,3840000000.0,3840000000.0,-76.29102,213.02701
quick,quick,Quickswap [OLD],40.81,30658584,1094,40846839.0,26963.0,41.96,39.93,-0.7665433933664048,-1.84351,-206472.40677628294,-0.66895,750574.2144236814,1000000.0,1000000.0,-97.43194,160184.73919
apwine,apw,Spectra [OLD],3.18,30617036,1095,158875824.0,80312.0,3.26,2.93,0.097724,3.17537,949943.0,3.20201,9635523.871052865,50000000.0,50000000.0,-45.49057,3195.63812
lock-in,lockin,LOCK IN,0.03070972,30578286,1096,30578286.0,2032551.0,0.03378643,0.0283793,-0.000988997982130028,-3.11999,-1058342.3047175705,-3.34531,994379877.0,994379877.0,999999999.0,-73.29596,584.16262
tokocrypto,tko,Tokocrypto,0.406495,30548782,1097,203658546.0,3258836.0,0.425157,0.401732,-0.013921908594476118,-3.31145,-1061899.4810530134,-3.35931,75000000.0,500000000.0,,-91.70832,135.67733
arc,arc,Arc,0.03139859,30482922,1098,31268696.0,365924.0,0.03327222,0.03013601,-0.001369371626082597,-4.179,-1313800.6057784818,-4.13187,970093392.315025,995100000.0,1000000000.0,-78.68063,1062.72826
propchain,propc,Propchain,1.2,30461217,1099,76608434.0,6650787.0,1.28,1.2,-0.06978874657237877,-5.47664,-1814135.0214633122,-5.62081,25353720.97898175,63763336.999999404,100000000.0,-77.60839,53.49196
-6,"""　""","""　""",0.04812935,30446012,1100,30446012.0,1804894.0,0.054527,0.03628351,0.0021783,4.74047,1513848.0,5.23241,629521110.0,629521110.999334,1000000000.0,-82.67014,50.97827
open-exchange-token,ox old,Open Exchange Token,0.00540563,30358088,1101,32180989.0,370.43,,,,,,,5616009575.0,5953232031.0,9860000000.0,-93.35211,2933.34197
genopets,gene,Genopets,0.407186,30301423,1102,40981021.0,2903439.0,0.439336,0.253642,0.150962,58.9182,11375895.0,60.10873,73940136.95,100000000.0,100000000.0,-98.91658,539.29609
web-3-dollar,usd3,Web 3 Dollar,1.033,30284731,1103,30284731.0,26762.0,1.05,1.015,-0.003650967649083015,-0.35212,-118210.27917158976,-0.38881,29275129.32410358,29275129.32410358,,-3.07455,9.98506
pirate-token,pirate,Pirate Nation Token,0.139484,30268304,1104,139442029.0,927099.0,0.144332,0.133517,0.00097415,0.70331,166334.0,0.55257,216979617.0,999596086.0,1000000000.0,-70.6787,22.88884
marso-tech,marso,Marso.Tech,0.00290574,30225799,1105,40833007.0,619442.0,0.00297812,0.00286463,-7.236119467851e-06,-0.24841,-73534.16309558228,-0.24269,10415029926.0,14070000000.0,14070000000.0,-2.39237,482.57696
spectre-ai,spectre,Spectre AI,3.02,30131439,1106,30164007.0,205210.0,3.38,2.76,-0.11881212041943545,-3.78991,-1838821.697602801,-5.75166,9982382.726218032,9993172.331991404,10000000.0,-57.44858,10369.52414
sturdy,strdy,Sturdy,1.63,30122330,1107,162832438.0,182236.0,1.73,1.57,-0.06535773661222999,-3.8635,-1171877.2507834956,-3.74471,18498974.022743177,100000000.0,100000000.0,-57.55963,1079.59454
boba-oppa,bobaoppa,Boba Oppa,0.00142012,29989076,1108,29989076.0,172296.0,0.00161898,0.00134837,-5.4618861531363e-05,-3.70363,-1129631.3700516708,-3.63007,20999985890.68279,20999985890.68279,,-56.12101,330.29265
quickswap,quick,Quickswap,0.04022485,29969305,1109,40350254.0,4138009.0,0.04145003,0.03925336,-0.000775092845787827,-1.89047,-499302.12736937776,-1.63874,741541532.369254,998401166.449149,1000000000.0,-82.48146,507.79509
okuru,xot,Okuru,9.32,29954817,1110,467718898.0,20450.0,9.53,9.2,-0.07868151030336179,-0.83672,-189619.16504256427,-0.62904,3201583.9555844134,49990000.0,50000000.0,-76.77995,133.18037
sanctum-2,cloud,Cloud,0.166069,29949391,1111,166385503.0,8344610.0,0.180751,0.16432,-0.013502827936338668,-7.51948,-2376286.973516755,-7.35108,180000000.0,1000000000.0,1000000000.0,-73.27404,25.18809
gout,gout,GOUT,0.00018983,29790354,1112,29790354.0,766094.0,0.00020359,0.00016867,-1.1994788608391e-05,-5.94331,-1683252.0148644112,-5.34814,156935655905.16516,156935655905.16516,210000000000.0,-79.92611,764.14948
tanuki-wisdom-runes,🦝,TANUKI•WISDOM (Runes),0.099263,29778754,1113,29778754.0,33187.0,0.120217,0.080154,-0.020810814692914653,-17.33175,-6280062.972459465,-17.41616,300000000.0,300000000.0,300000000.0,-71.08614,122.09269
global-dollar,usdg,Global Dollar,1.0,29775464,1114,29775464.0,150.6,1.004,0.99808,2.804e-05,0.0028,-32830.134775877,-0.11014,29790633.35,29790633.35,,-37.70892,10.23468
tetsuo-coin,tetsuo,Tetsuo Coin,0.03106267,29696765,1115,29696765.0,7201894.0,0.03029029,0.0221096,0.00385174,14.15511,2495267.0,9.17327,999998271.0,999998271.0,999998271.0,-21.98799,262.77801
moonrabbits,mrb,MoonRabbits,4.678e-05,29692907,1116,32274899.0,54169.0,,,,,,,634800000000.0,690000000000.0,690000000000.0,-69.86722,57.2842
swell-restaked-btc,swbtc,Swell Restaked BTC,93380.0,29640213,1117,29640213.0,9245.11,94484.0,90974.0,783.11,0.84572,235212.0,0.7999,317.17631685,317.17631685,,-12.80674,81.03126
samoyedcoin,samo,Samoyedcoin,0.00623364,29627895,1118,29629103.0,619065.0,0.00643245,0.00616252,-0.000160551708996824,-2.5109,-695312.1935492381,-2.293,4746720228.0,4746913623.21,4746913623.21,-97.36831,831.47852
trias-token,trias,TriasLab,2.95,29623064,1119,29623064.0,472095.0,3.18,2.84,-0.04427413920761225,-1.47754,-795202.6358117983,-2.61423,10000000.0,10000000.0,10000000.0,-90.65435,364.67652
zcoin,firo,Firo,2.03,29579052,1120,43498736.0,9044998.0,2.33,2.02,-0.09431054720233156,-4.43951,-1259764.4746800624,-4.085,14551956.24083465,21400000.0,21400000.0,-98.54154,629.07714
pinksale,pinksale,PinkSale,295.76,29575841,1121,29575841.0,76.97,,,,,,,100000.0,100000.0,100000.0,-24.67703,522.38867
ramp,ramp,RAMP [OLD],0.071635,29575390,1122,71966278.0,55.11,0.075685,0.060809,0.00820806,12.94088,3437634.0,13.15199,410961782.0,1000000000.0,1000000000.0,-92.90067,513.17991
assai,assai,ASSAI,0.02944008,29271524,1123,29271524.0,5098861.0,0.03126739,0.02507692,0.0021189,7.75553,1957246.0,7.16565,999999100.0565263,999999100.0565263,1000000000.0,-40.51764,119.95267
gameswift,gswift,GameSwift,0.068962,29230778,1124,53416626.0,486492.0,0.073812,0.063383,0.00171056,2.54352,853438.0,3.00746,422073025.4542255,771300599.2335353,1396500000.0,-91.47146,52.37156
meth-protocol,cook,mETH Protocol,0.03052288,29214690,1125,152159842.0,7466254.0,0.03198517,0.03015321,-8.7588970010852e-05,-0.28614,-222177.97855863348,-0.75476,960000000.0,5000000000.0,5000000000.0,-32.46033,77.47228
strawberry-ai,berry,Strawberry AI,0.290971,29118921,1126,29118921.0,543832.0,0.308449,0.26555,-0.009970581961523672,-3.31313,-1074581.3304015808,-3.55898,100000000.0,100000000.0,100000000.0,-46.49227,7748.1533
duck-ai,duckai,Duck AI,0.02805167,29093441,1128,29093441.0,3594096.0,0.03361709,0.01485915,0.00838675,42.64827,9426023.0,47.9271,999930472.833224,999930472.833224,999999996.0,-11.2487,34692.20765
gxchain,gxc,GXChain,0.387556,29088972,1129,38785296.0,623.08,0.424587,0.386743,-0.001026600621833684,-0.26419,-67553.21007309109,-0.23169,75000000.0,100000000.0,,-96.33363,104.9449
blockv,vee,BLOCKv,0.00877655,28974870,1127,32001697.0,29909.0,0.00911536,0.00864732,-0.000204384557809073,-2.27576,-661088.3213886879,-2.2307,3301394752.7698092,3646271241.0,,-97.53035,83050.11053
leash,leash,Doge Killer,268.3,28900254,1131,28907419.0,1521073.0,270.12,249.67,11.9,4.64025,1304239.0,4.72618,107526.34318670128,107553.0,107647.0,-94.06919,10.79241
inverse-finance,inv,Inverse Finance,49.21,28898671,1132,30322200.0,553945.0,50.32,48.27,0.100315,0.20425,96633.0,0.33551,586127.7305183489,615000.0,,-97.62399,137.96568
moon-tropica,cah,Moon Tropica,10.29,28888594,1133,36041485.0,110143.0,11.11,10.09,-0.2914575711916605,-2.75537,-860543.5555262715,-2.89267,2805380.50822399,3500000.0,3500000.0,-80.79407,7463.41297
adex,adx,AdEx,0.199987,28831553,1134,30023271.0,6889060.0,0.203921,0.19644,-0.003774859492704535,-1.85259,-561674.468299266,-1.9109,144046026.928,150000000.0,150000000.0,-94.25441,471.19073
illuminaticoin,nati,IlluminatiCoin,8.72527e-07,28815480,1135,28815480.0,66718.0,9.911e-07,8.50872e-07,-9.3944627837e-08,-9.72037,-3078090.3980302177,-9.65113,33000000000000.0,33000000000000.0,33000000000000.0,-42.5466,4140.10955
fio-protocol,fio,FIO Protocol,0.0358281,28807465,1136,35948557.0,3670954.0,0.03786768,0.03509313,-0.001125990384798457,-3.047,-976774.1182616949,-3.2795,801352452.7418638,1000000000.0,,-93.58605,122.01273
book-of-ethereum,booe,Book of Ethereum,0.286548,28719768,1137,28719768.0,258115.0,0.308516,0.266639,-0.01339371669932643,-4.46544,-1283813.7295456007,-4.27887,100000000.0,100000000.0,100000000.0,-63.68707,4012.44934
memes-ai,memesai,Memes AI,0.02869712,28694334,1130,28694334.0,4921076.0,0.03470289,0.02410864,-0.0005481410591213,-1.87429,-555610.1028157286,-1.89953,999967025.610358,999967025.610358,1000000000.0,-76.40603,568.85253
spore-2,spore,Spore,0.02866509,28682927,1138,28682927.0,37154363.0,0.0330928,0.02551682,-0.001711344407360302,-5.63379,-1736514.3024496473,-5.70857,999980663.765507,999980663.765507,1000000000.0,-64.7084,26.18485
book-2,stuff,STUFF.io,0.01541076,28671292,1139,154225834.0,90619.0,0.01633299,0.01477521,-7.826972187676e-05,-0.50532,200894.0,0.70562,1859046017.562806,10000000000.0,10000000000.0,-65.82481,109.04378
vara-network,vara,Vara Network,0.01780057,28559421,1140,178104714.0,325012.0,0.01857581,0.01777098,-0.000592183630715868,-3.21966,-835536.8533245735,-2.84245,1603518524.0,10000000000.0,,-93.39469,14.53892
joe-coin,joe,Joe Coin,0.02848677,28540037,1141,28540037.0,2179381.0,0.02998163,0.02690136,-0.000494538490256331,-1.7064,-510895.1818627864,-1.75862,1000000000.0,1000000000.0,1000000000.0,-61.63941,4144.72524
cdai,cdai,cDAI,0.02415837,28443026,1142,28443026.0,237.92,0.02433246,0.02403322,7.17e-06,0.02968,114595.0,0.40452,1173831210.024158,1173831210.024158,,-23.29766,232.45233
znd-token,znd,ZND Token,0.515541,28367119,1143,358024243.0,2206960.0,0.520002,0.50907,0.00564779,1.10764,992822.0,3.62684,55017013.02121549,694375217.0,700000000.0,-38.49745,135.90792
bob-3,bob,BOB,1.35,28347963,1144,28347963.0,154302.0,1.43,1.29,-0.018907987522971403,-1.38245,-393962.1830020994,-1.37069,21000000.0,21000000.0,21000000.0,-33.03672,1217.71205
crow-with-knife,caw,crow with knife,3.7007e-08,28332402,1145,28332402.0,398890.0,3.7092e-08,3.2635e-08,3.229e-09,9.56018,2348263.0,9.03729,768859567116609.9,768859567116609.9,777777777777777.0,-75.28262,894.57003
hege,hege,Hege,0.02818613,28297676,1146,28297676.0,1954868.0,0.03046239,0.02808188,-0.001706943298604689,-5.71016,-1595950.0647114404,-5.33876,1000000000.0,1000000000.0,1000000000.0,-44.45539,5635.36973
cryptogpt-token,lai,LayerAI,0.01221519,28267640,1147,35617376.0,4353501.0,0.01271582,0.01164588,-9.7447299374824e-05,-0.79144,-238958.4002927728,-0.83826,2310306002.559515,2910997727.22,3000000000.0,-91.71221,101.64275
frax-price-index-share,fpis,Frax Price Index Share,0.888933,28054871,1149,88893316.0,761.97,0.908338,0.874298,-0.014453844094117764,-1.59996,-502221.21609013155,-1.75866,31560158.05172664,100000000.0,100000000.0,-93.73776,166.83482
jackal-protocol,jkl,Jackal Protocol,0.2426,28027203,1150,38198925.0,26879.0,0.248052,0.236435,-0.003605624735238178,-1.46448,-430319.1736480631,-1.51215,115593977.938268,157545711.547098,400000000.0,-77.67536,990.44582
cocos-bcx,combo,COMBO,0.392086,28005317,1151,39415381.0,5106374.0,0.403975,0.382792,-0.005471915671003413,-1.37638,-344790.9758114815,-1.21619,71051748.0,100000000.0,100000000.0,-92.76448,209623.78847
republic-protocol,ren,Ren,0.02797013,27970126,1148,27970126.0,1566619.0,0.03095728,0.02734353,-0.002732591458982043,-8.90016,-2768209.8507087715,-9.00572,1000000000.0,1000000000.0,1000000000.0,-98.44481,80.82069
bluzelle,blz,Bluzelle,0.061481,27942260,1152,30740615.0,4373908.0,0.065327,0.056854,0.00235919,3.99037,1063105.0,3.95513,454484398.729144,500000000.0,,-92.16845,836.38031
token-metrics-ai,tmai,Token Metrics AI,0.00473773,27901168,1153,47213632.0,221929.0,0.00496747,0.00472056,-0.000150550570947923,-3.07983,-986292.3364775777,-3.41426,5909557690.0,10000000000.0,10000000000.0,-70.7882,120.8419
murasaki,mura,Murasaki,0.484483,27869615,1154,485533358.0,12851.32,0.522089,0.471475,-0.006453176247917469,-1.31446,-255231.27125661448,-0.90749,57400000.0,1000000000.0,1000000000.0,-85.63918,107.03217
plxyer,plxy,Plxyer,0.02048474,27863341,1155,204847383.0,51.21,,,,,,,1360200000.0,10000000000.0,10000000000.0,-29.95527,13.89043
gt-protocol,gtai,GT Protocol,0.686753,27859489,1156,51493771.0,4402607.0,0.709701,0.54059,0.117719,20.68751,4750765.0,20.55832,40576979.24424225,75000000.0,75000000.0,-87.42582,109.38237
draiftking,dking,draiftking,1.32,27737659,1157,27737659.0,822145.0,1.35,0.974929,0.341958,35.01334,27737659.0,0.0,21000000.0,21000000.0,21000000.0,-2.49946,42.36229
sperax,spa,Sperax,0.01408181,27612557,1158,65638635.0,1616010.0,0.01543546,0.01232514,0.00115444,8.93024,2595380.0,10.37439,1935532839.772785,4601013070.518743,5000000000.0,-94.0547,333.23427
divi,divi,Divi,0.00664257,27531023,1159,27559498.0,430939.0,0.00755429,0.00207934,0.00263644,65.81002,10880989.0,65.35115,4150478383.935127,4154771245.85467,,-96.46171,1569.05013
heroes-of-mavia,mavia,Heroes of Mavia,0.870884,27507162,1160,218096177.0,6557262.0,0.904807,0.797674,0.03330924,3.97687,1021492.0,3.85677,31531000.0,250000000.0,250000000.0,-91.70925,10.06481
mimatic,mimatic,MAI,0.994722,27473929,1161,301404515.0,64006.0,1.005,0.981463,-0.001552769564442835,-0.15586,6024.18,0.02193,27563986.7347571,302392498.1755792,,-26.45048,51.84817
acet-token,act,Acet,0.01255496,27435730,1162,28125229.0,227275.0,0.01533121,0.01185899,0.00060492,5.06211,1020251.0,3.86232,2182567333.330614,2237418323.500635,,-99.33817,418.77415
eternalai,eai,EternalAI,0.125487,27407899,1163,125641790.0,257024.0,0.144188,0.114086,0.00266853,2.17275,585519.0,2.18295,218143171.0036546,1000000000.0,1000000000.0,-56.62759,1908.52136
hypergpt,hgpt,HyperGPT,0.04177281,27249248,1164,41683749.0,3344349.0,0.04280916,0.03356813,0.0044082,11.79779,2876493.0,11.80209,652238095.0,997742373.48909,1000000000.0,-60.96257,1137.78045
indigo-dao-governance-token,indy,Indigo Protocol,1.71,27223378,1165,59763266.0,40725.0,1.76,1.63,0.02019841,1.19875,453920.0,1.69566,15943209.0,35000000.0,35000000.0,-62.1044,360.47007
schizo-terminal,schizo,Schizo Terminal,0.02712053,27188921,1166,27188921.0,3451900.0,0.03034994,0.02247091,-0.000794724226640828,-2.84692,-331368.3868381232,-1.20409,999986883.373306,999986883.373306,999987420.18,-32.27942,1173.85023
bilira,tryb,BiLira,0.02825162,27159049,1167,27159049.0,2766.96,0.02882092,0.02795363,-0.000418881000548571,-1.46102,14146346.0,108.71182,954717465.607261,954717465.607261,,-85.2559,40742.81346
micro-gpt,$micro,Micro GPT,0.02712372,27134798,1168,27134798.0,6267852.0,0.03264453,0.02276796,0.00282097,11.60763,2829478.0,11.64139,1000000000.0,1000000000.0,1000000000.0,-52.13487,427.05627
my-lovely-coin,mlc,My Lovely Coin,0.634177,26992615,1169,221914970.0,386070.0,0.698099,0.539163,0.01708541,2.7687,746256.0,2.84327,42572230.91999996,350000000.0,350000000.0,-34.02255,761.15822
aura-bal,aurabal,Aura BAL,7.36,26991086,1170,26991086.0,4116.01,7.66,7.24,-0.07643166742939211,-1.02788,-237778.23571493104,-0.87326,3656934.199709655,3656934.199709655,,-65.92473,46.9392
ai9000,ai9000,ai9000,0.02681065,26964945,1171,26964945.0,631344.0,0.03595961,0.02247387,0.00271244,11.25579,2840912.0,11.77627,1000000000.0,1000000000.0,1000000000.0,-31.78903,1369.90427
aventus,avt,Aventus,2.87,26944886,1172,30459926.0,1201825.0,3.14,2.35,0.48251,20.1983,4538848.0,20.25725,9376772.58704024,10600000.0,,-71.87361,3.1530108555066804e+37
hathor,htr,Hathor,0.05839,26879479,1173,50818327.0,581347.0,0.060959,0.057549,-0.002201710101983001,-3.63368,-844082.0116740465,-3.04464,459888265.27,869464480.0,,-97.62015,107.46166
strikecoin,strx,StrikeX,0.03186796,26821780,1174,28289628.0,14759.11,0.03309788,0.03176625,-0.001027875219405845,-3.12464,-854152.2319417559,-3.08626,840798512.77499,886812043.0,1000000000.0,-90.40478,120144.93143
adshares,ads,Adshares,0.691546,26811264,1175,26824799.0,38818.0,0.716884,0.686206,-0.015495908739005191,-2.19165,-579071.3281633817,-2.11414,38738647.688901,38758203.0,,-87.83086,6665.22516
crossfi-2,xfi,CrossFi,0.633018,26757330,1176,239644136.0,1352033.0,0.634566,0.612859,0.01740065,2.82654,745275.0,2.86511,42253610.0,378432000.0,378432000.0,-51.22804,7.1366
allianceblock-nexera,nxra,Nexera,0.03367099,26664831,1177,28644357.0,409384.0,0.03769388,0.03285229,-0.00224817045862119,-6.25897,-1784307.5618759766,-6.27192,791259049.8235,850000000.0,850000000.0,-88.22794,82.25753
genomesdao-genome,genome,GenomesDAO GENOME,0.02665453,26652950,1178,26652950.0,119098.0,0.02730156,0.02597528,-0.000349314657811267,-1.29357,-351658.363387309,-1.30222,1000000000.0,1000000000.0,1000000000.0,-55.18096,345.83408
hanu-yokia,hanu,Hanu Yokia,1.77206e-07,26631873,1179,105472133.0,194.0,1.80842e-07,1.74287e-07,-1.610844528e-09,-0.90084,-186176.55525984988,-0.69422,149803843988394.5,593279012345679.0,1000000000000000.0,-98.52237,541.49075
ztx,ztx,ZTX,0.00631546,26571757,1181,63191615.0,194794.0,0.00653795,0.00611916,-3.9367398909178e-05,-0.61949,-159499.1194796823,-0.59668,4204949769.0,10000000000.0,10000000000.0,-83.81727,33.55144
ai-powered-cmp,aicmp,AI-Powered CMP,0.0284338,26526927,1180,26526927.0,10510848.0,0.03611152,0.0246646,-0.005890652407384102,-17.16168,-5521641.733153414,-17.22898,932936533.81,932936533.81,932936533.81,-44.77811,14.93943
taraxa,tara,Taraxa,0.00524581,26463080,1182,55609481.0,379214.0,0.00548866,0.00498254,9.429e-05,1.83037,601384.0,2.32539,5072474017.0,10659290381.0,12000000000.0,-92.59808,770.64701
offcial-mascot-of-the-holy-year,luce,Luce,0.02640827,26430084,1183,26430084.0,23092575.0,0.02921395,0.02281998,-0.000907682192158712,-3.3229,-911786.2228109352,-3.33476,999993667.018708,999993667.018708,1000000000.0,-91.63111,48.42955
brickken,bkn,Brickken,0.369808,26422867,1184,52909971.0,852592.0,0.371932,0.348041,0.0157997,4.46309,1129208.0,4.46439,71413193.84298503,143000000.0,143000000.0,-73.33116,429.20831
btu-protocol,btu,BTU Protocol,0.327903,26232273,1185,32790341.0,10.24,,,,,,,80000000.0,100000000.0,,-93.44121,1954.90171
tether-eurt,eurt,Euro Tether,1.019,26155756,1186,51006414.0,1519379.0,1.03,1.01,-0.005832605218946574,-0.56891,-148939.06078950688,-0.56621,25639699.476313,50000050.0,50000050.0,-21.96026,8.00095
helium-iot,iot,Helium IOT,0.00084034,26065386,1187,168401741.0,17938.65,0.00089246,0.00082006,-5.2127937713739e-05,-5.8409,-1482252.2811391428,-5.38069,30956195887.60998,200000000000.0,,-77.95914,290.39134
keyboard-cat-base,keycat,Keyboard Cat (Base),0.0025861,25936997,1188,25936997.0,2344838.0,0.00325072,0.00233836,-0.000664615543473065,-20.4452,-6651595.758128129,-20.41081,10000000000.0,10000000000.0,10000000000.0,-83.67643,1072.65942
karate-combat,karate,Karate Combat,0.00049326,25921704,1189,54237485.0,124560.0,0.00053445,0.00049333,-4.1184740809365e-05,-7.70603,-2172418.886401225,-7.73265,52572266148.0,110000000000.0,110000000000.0,-92.45432,13.17892
lmeow-2,lmeow,lmeow,0.0256641,25919751,1190,25919751.0,610284.0,0.02838404,0.02267201,-0.001991057852848588,-7.19959,-1868810.0801906697,-6.72511,1000000000.0,1000000000.0,1000000000.0,-73.80124,666.1579
self-chain,slf,Self Chain,0.267116,25914901,1191,89767081.0,7397447.0,0.285399,0.263908,-0.01828295822460579,-6.40611,-1867070.8324324824,-6.72044,97000000.0,336000000.0,360000000.0,-67.37507,10.31873
alienbase,alb,Alien Base,0.191723,25914604,1192,68795894.0,640418.0,0.203627,0.177722,-0.00959310712945724,-4.7652,-765562.0190409161,-2.86941,134139945.1317239,356103356.0797198,510000000.0,-66.50433,17587.00462
beefy-finance,bifi,Beefy,321.8,25877130,1193,25877130.0,428243.0,331.91,315.92,-8.864370762439307,-2.68078,-654229.4184302464,-2.46587,80000.0,80000.0,80000.0,-92.16678,9724.51881
seraph,seraph,Seraph,0.230856,25710200,1195,231040614.0,26247562.0,0.304394,0.227999,-0.061302825289795554,-20.98274,-7257472.7989433,-22.01391,111280000.0,1000000000.0,1000000000.0,-66.96475,1.15943
persistence,xprt,Persistence One,0.115938,25708425,1196,25847419.0,132113.0,0.118949,0.115964,-0.00289120845125504,-2.43307,-113296.7860330157,-0.43877,219476217.326819,220662826.891596,403308352.0,-99.29373,1.41658
wing-finance,wing,Wing Finance,5.36,25676466,1198,40955052.0,1263700.0,5.58,5.23,-0.0878235641710905,-1.61116,-609517.9977581762,-2.31879,4788665.769989271,7638124.869989271,10000000.0,-97.85093,159.64214
savings-crvusd,scrvusd,Savings crvUSD,1.029,25667710,1197,25667710.0,3626575.0,1.039,1.015,-0.000813204002968027,-0.07893,834353.0,3.35981,24933364.08671261,24933364.08671261,,-2.5651,14.39215
makerdao-arbitrum-bridged-dai-arbitrum-one,dai,MakerDAO Arbitrum Bridged DAI (Arbitrum One),0.996804,25664466,1199,25664466.0,2757672.0,1.006,0.990362,-0.002042541810137188,-0.20449,-183177.98199978843,-0.70868,25726987.49358736,25726987.49358736,,-1.69301,5.47893
ix-token,ixt,Planet IX,0.198675,25652726,1200,30486059.0,93590.0,0.202558,0.189914,-0.003407370255595121,-1.68613,-346146.4600318186,-1.33139,128960298.7713617,153258226.0,,-95.74925,177.92211
cronos-zkevm-cro,zkcro,Cronos zkEVM CRO,0.145623,25637872,1201,25637872.0,1132.14,0.148234,0.141576,0.00061826,0.42637,63599.0,0.24868,175989096.5622505,175989096.5622505,,-36.69292,105.73231
rifampicin,$rif,Rifampicin,0.02563881,25630350,1194,25630350.0,49153600.0,0.03176287,0.02568948,-0.006065214246163082,-19.13074,-6076867.597913362,-19.16557,999655351.8,999655351.8,1000000000.0,-89.47816,1.43853
project89,project89,Project89,0.0255956,25609343,1202,25609343.0,4936156.0,0.02822081,0.01433525,0.00880581,52.4474,8941991.0,53.64974,999994099.630402,999994099.630402,999999996.15,-75.50768,435.11096
astraai,astra,AstraAI,2.56,25558206,1203,25558206.0,29116.0,2.77,2.55,-0.2029522529092791,-7.35661,-2044182.8954941109,-7.40582,10000000.0,10000000.0,10000000.0,-51.30004,914.0326
zero-tech,meow,MEOW,0.01691664,25457903,1205,171003274.0,3797.67,0.01731972,0.01648281,0.00019683,1.17722,261070.0,1.03612,1503775485.2425766,10101010101.0,10101010101.0,-98.58049,137.86199
feg-token-2,feg,FEED EVERY GORILLA,0.00025534,25431662,1206,25431662.0,0.552873,,,,,,,99599520843.21567,99599520843.21567,100000000000.0,-81.6343,4458.82262
